ID,Team,Position,Player,Age,Caps,Goals,WC Goals,League,Club
342,Denmark,Defender,Joakim Mæhle,25,31,9,0,Italy,Atalanta
343,Denmark,Defender,Andreas Christensen,26,58,2,0,Spain,Barcelona
344,Denmark,Midfielder,Mathias Jensen,26,20,1,0,England,Brentford
345,Denmark,Midfielder,Thomas Delaney,31,71,7,0,Spain,Sevilla
346,Denmark,Forward,Martin Braithwaite,31,62,10,0,Spain,Espanyol
347,Denmark,Midfielder,Christian Eriksen,30,117,39,1,England,Manchester United
348,Denmark,Midfielder,Andreas Skov Olsen,22,23,8,0,Belgium,Club Brugge
349,Denmark,Forward,Kasper Dolberg,25,37,11,0,Spain,Sevilla
350,Denmark,Defender,Rasmus Kristensen,25,10,0,0,England,Leeds United
351,Denmark,Midfielder,Mikkel Damsgaard,22,18,4,0,England,Brentford
352,Denmark,Midfielder,Christian Nørgaard,28,17,1,0,England,Brentford
353,Denmark,Goalkeeper,Oliver Christensen,23,1,0,0,Germany,Hertha BSC
354,Denmark,Defender,Jens Stryger Larsen,31,49,3,0,Turkey,Trabzonspor
355,Denmark,Defender,Daniel Wass,33,44,1,0,Denmark,Brøndby
356,Denmark,Forward,Jonas Wind,23,15,5,0,Germany,VfL Wolfsburg
357,Denmark,Forward,Yussuf Poulsen,28,68,11,1,Germany,RB Leipzig
358,Denmark,Forward,Andreas Cornelius,29,41,9,0,Denmark,Copenhagen
359,Denmark,Goalkeeper,Frederik Rønnow,30,8,0,0,Germany,Union Berlin
360,Denmark,Midfielder,Pierre-Emile Højbjerg,27,60,5,0,England,Tottenham Hotspur
361,Denmark,Midfielder,Robert Skov,26,11,5,0,Germany,1899 Hoffenheim
362,Denmark,Midfielder,Jesper Lindstrøm,22,6,1,0,Germany,Eintracht Frankfurt
363,Denmark,Defender,Alexander Bah,24,4,1,0,Portugal,Benfica
364,France,Goalkeeper,Hugo Lloris (captain),35,139,0,0,England,Tottenham Hotspur
365,France,Defender,Benjamin Pavard,26,46,2,1,Germany,Bayern Munich
366,France,Defender,Axel Disasi,24,0,0,0,France,Monaco
367,France,Defender,Raphaël Varane,29,87,5,1,England,Manchester United
368,France,Defender,Jules Koundé,24,12,0,0,Spain,Barcelona
369,France,Midfielder,Matteo Guendouzi,23,6,1,0,France,Marseille
370,France,Forward,Antoine Griezmann,31,110,42,4,Spain,Atlético Madrid
371,France,Midfielder,Aurélien Tchouaméni,22,14,1,0,Spain,Real Madrid
372,France,Forward,Olivier Giroud,36,114,49,1,Italy,Milan
373,France,Forward,Kylian Mbappé,23,59,28,4,France,Paris Saint-Germain
374,France,Forward,Ousmane Dembélé,25,28,4,0,Spain,Barcelona
375,France,Forward,Randal Kolo Muani,23,2,0,0,Germany,Eintracht Frankfurt
376,France,Defender,Youssouf Fofana,23,2,0,0,France,Monaco
377,France,Midfielder,Adrien Rabiot,27,29,2,0,Italy,Juventus
378,France,Midfielder,Jordan Veretout,29,5,0,0,France,Marseille
379,France,Goalkeeper,Steve Mandanda,37,34,0,0,France,Rennes
380,France,Defender,William Saliba,21,7,0,0,England,Arsenal
381,France,Defender,Dayot Upamecano,24,7,1,0,Germany,Bayern Munich
382,France,Forward,Karim Benzema,34,97,37,3,Spain,Real Madrid
383,France,Forward,Kingsley Coman,26,40,5,0,Germany,Bayern Munich
384,France,Defender,Lucas Hernandez,26,32,0,0,Germany,Bayern Munich
385,France,Defender,Theo Hernandez,25,7,1,0,Italy,Milan
386,France,Goalkeeper,Alphonse Areola,29,5,0,0,England,West Ham United
387,France,Defender,Ibrahima Konaté,23,2,0,0,England,Liverpool
388,France,Midfielder,Eduardo Camavinga,20,4,1,0,Spain,Real Madrid
389,France,Forward,Marcus Thuram,25,4,0,0,Germany,Borussia Mönchengladbach
390,Tunisia,Goalkeeper,Aymen Mathlouthi,38,73,0,0,Tunisia,Étoile du Sahel
391,Tunisia,Defender,Bilel Ifa,32,36,0,0,Kuwait,Kuwait SC
392,Tunisia,Defender,Montassar Talbi,24,22,1,0,France,Lorient
393,Tunisia,Defender,Yassine Meriah,29,60,3,0,Tunisia,Espérance de Tunis
394,Tunisia,Midfielder,Nader Ghandri,27,7,0,0,Tunisia,Club Africain
395,Tunisia,Defender,Dylan Bronn,27,36,2,1,Italy,Salernitana
396,Tunisia,Forward,Youssef Msakni (captain),32,87,17,0,Qatar,Al-Arabi
397,Tunisia,Midfielder,Hannibal Mejbri,19,18,0,0,England,Birmingham City
398,Tunisia,Forward,Issam Jebali,30,9,2,0,Denmark,OB
399,Tunisia,Forward,Wahbi Khazri,31,71,24,2,France,Montpellier
400,Tunisia,Forward,Taha Yassine Khenissi,30,48,9,0,Kuwait,Kuwait SC
401,Tunisia,Defender,Ali Maâloul,32,82,2,0,Egypt,Al Ahly
402,Tunisia,Midfielder,Ferjani Sassi,30,77,6,1,Qatar,Al-Duhail
403,Tunisia,Midfielder,Aïssa Laïdouni,25,24,1,0,Hungary,Ferencváros
404,Tunisia,Midfielder,Mohamed Ali Ben Romdhane,23,22,1,0,Tunisia,Espérance de Tunis
405,Tunisia,Goalkeeper,Aymen Dahmen,25,4,0,0,Tunisia,CS Sfaxien
406,Tunisia,Midfielder,Ellyes Skhiri,27,48,3,0,Germany,1. FC Köln
407,Tunisia,Midfielder,Ghailene Chaalali,28,30,1,0,Tunisia,Espérance de Tunis
408,Tunisia,Forward,Seifeddine Jaziri,29,29,10,0,Egypt,Zamalek
409,Tunisia,Defender,Mohamed Dräger,26,33,3,0,Switzerland,Luzern
410,Tunisia,Defender,Wajdi Kechrida,27,18,0,0,Greece,Atromitos
411,Tunisia,Goalkeeper,Bechir Ben Saïd,29,10,0,0,Tunisia,US Monastir
412,Tunisia,Forward,Naïm Sliti,30,68,13,0,Saudi Arabia,Al-Ettifaq
413,Tunisia,Defender,Ali Abdi,28,9,1,0,France,Caen
414,Tunisia,Forward,Anis Ben Slimane,21,24,4,0,Denmark,Brøndby
415,Tunisia,Goalkeeper,Mouez Hassen,27,20,0,0,Tunisia,Club Africain
416,Costa Rica,Goalkeeper,Keylor Navas,35,107,0,0,France,Paris Saint-Germain
417,Costa Rica,Midfielder,Daniel Chacón,21,7,0,0,Costa Rica,Cartaginés
418,Costa Rica,Defender,Juan Pablo Vargas,27,11,1,0,Colombia,Millonarios
419,Costa Rica,Defender,Keysher Fuller,28,29,2,0,Costa Rica,Herediano
420,Costa Rica,Midfielder,Celso Borges,34,154,27,0,Costa Rica,Alajuelense
421,Costa Rica,Defender,Óscar Duarte,33,70,3,1,Saudi Arabia,Al-Wehda
422,Costa Rica,Forward,Anthony Contreras,22,8,2,0,Costa Rica,Herediano
423,Costa Rica,Defender,Bryan Oviedo,32,74,2,0,United States,Real Salt Lake
424,Costa Rica,Midfielder,Jewison Bennette,18,7,2,0,England,Sunderland
425,Costa Rica,Midfielder,Bryan Ruiz (captain),37,144,29,2,Costa Rica,Alajuelense
426,Costa Rica,Forward,Johan Venegas,33,80,11,0,Costa Rica,Alajuelense
427,Costa Rica,Forward,Joel Campbell,30,118,25,1,Mexico,León
428,Costa Rica,Midfielder,Gerson Torres,25,13,1,0,Costa Rica,Herediano
429,Costa Rica,Midfielder,Youstin Salas,26,3,0,0,Costa Rica,Saprissa
430,Costa Rica,Defender,Francisco Calvo,30,75,8,0,Turkey,Konyaspor
431,Costa Rica,Defender,Carlos Martínez,23,5,0,0,Costa Rica,San Carlos
432,Costa Rica,Midfielder,Yeltsin Tejeda,30,73,0,0,Costa Rica,Herediano
433,Costa Rica,Goalkeeper,Esteban Alvarado,33,24,0,0,Costa Rica,Herediano
434,Costa Rica,Defender,Kendall Waston,34,61,7,1,Costa Rica,Saprissa
435,Costa Rica,Midfielder,Brandon Aguilera,19,2,0,0,Costa Rica,Guanacasteca
436,Costa Rica,Midfielder,Douglas López,24,1,0,0,Costa Rica,Herediano
437,Costa Rica,Defender,Rónald Matarrita,28,52,3,0,United States,FC Cincinnati
438,Costa Rica,Goalkeeper,Patrick Sequeira,23,1,0,0,Spain,Lugo
439,Costa Rica,Midfielder,Roan Wilson,20,2,0,0,Costa Rica,Municipal Grecia
440,Costa Rica,Midfielder,Anthony Hernández,21,1,0,0,Costa Rica,Puntarenas
441,Costa Rica,Midfielder,Álvaro Zamora,20,1,0,0,Costa Rica,Saprissa
442,Germany,Goalkeeper,Manuel Neuer (captain),36,113,0,0,Germany,Bayern Munich
443,Germany,Defender,Antonio Rüdiger,29,54,2,0,Spain,Real Madrid
444,Germany,Defender,David Raum,24,11,0,0,Germany,RB Leipzig
445,Germany,Defender,Matthias Ginter,28,46,2,0,Germany,SC Freiburg
446,Germany,Defender,Thilo Kehrer,26,22,0,0,England,West Ham United
447,Germany,Midfielder,Joshua Kimmich,27,70,5,0,Germany,Bayern Munich
448,Germany,Forward,Kai Havertz,23,30,10,0,England,Chelsea
449,Germany,Midfielder,Leon Goretzka,27,44,14,0,Germany,Bayern Munich
450,Germany,Forward,Niclas Füllkrug,29,0,0,0,Germany,Werder Bremen
451,Germany,Forward,Serge Gnabry,27,36,20,0,Germany,Bayern Munich
452,Germany,Midfielder,Mario Götze,30,63,17,2,Germany,Eintracht Frankfurt
453,Germany,Goalkeeper,Kevin Trapp,32,6,0,0,Germany,Eintracht Frankfurt
454,Germany,Midfielder,Thomas Müller,33,118,44,10,Germany,Bayern Munich
455,Germany,Midfielder,Jamal Musiala,19,17,1,0,Germany,Bayern Munich
456,Germany,Defender,Niklas Süle,27,42,1,0,Germany,Borussia Dortmund
457,Germany,Defender,Lukas Klostermann,26,18,0,0,Germany,RB Leipzig
458,Germany,Midfielder,Julian Brandt,26,38,3,0,Germany,Borussia Dortmund
459,Germany,Midfielder,Jonas Hofmann,30,16,4,0,Germany,Borussia Mönchengladbach
460,Germany,Midfielder,Leroy Sané,26,47,11,0,Germany,Bayern Munich
461,Germany,Defender,Christian Günter,29,6,0,0,Germany,SC Freiburg
462,Germany,Midfielder,?lkay Gündo?an,32,62,16,0,England,Manchester City
463,Germany,Goalkeeper,Marc-André ter Stegen,30,30,0,0,Spain,Barcelona
464,Germany,Defender,Nico Schlotterbeck,22,5,0,0,Germany,Borussia Dortmund
465,Germany,Forward,Karim Adeyemi,20,4,1,0,Germany,Borussia Dortmund
466,Germany,Defender,Armel Bella-Kotchap,20,1,0,0,England,Southampton
467,Germany,Forward,Youssoufa Moukoko,18,0,0,0,Germany,Borussia Dortmund
468,Japan,Goalkeeper,Eiji Kawashima,39,95,0,0,France,Strasbourg
469,Japan,Defender,Miki Yamane,28,14,2,0,Japan,Kawasaki Frontale
470,Japan,Defender,Shogo Taniguchi,31,13,0,0,Japan,Kawasaki Frontale
471,Japan,Defender,Ko Itakura,25,12,1,0,Germany,Borussia Mönchengladbach
472,Japan,Defender,Yuto Nagatomo,36,137,4,0,Japan,FC Tokyo
473,Japan,Midfielder,Wataru Endo,29,43,2,0,Germany,VfB Stuttgart
474,Japan,Midfielder,Gaku Shibasaki,30,59,3,0,Spain,Leganés
475,Japan,Midfielder,Ritsu D?an,24,28,3,0,Germany,SC Freiburg
476,Japan,Midfielder,Kaoru Mitoma,25,9,5,0,England,Brighton & Hove Albion
477,Japan,Midfielder,Takumi Minamino,27,43,17,0,France,Monaco
478,Japan,Midfielder,Takefusa Kubo,21,19,1,0,Spain,Real Sociedad
479,Japan,Goalkeeper,Sh?ichi Gonda,33,33,0,0,Japan,Shimizu S-Pulse
480,Japan,Midfielder,Hidemasa Morita,27,17,2,0,Portugal,Sporting CP
481,Japan,Midfielder,Junya Ito,29,38,9,0,France,Reims
482,Japan,Midfielder,Daichi Kamada,26,21,6,0,Germany,Eintracht Frankfurt
483,Japan,Defender,Takehiro Tomiyasu,24,29,1,0,England,Arsenal
484,Japan,Midfielder,Ao Tanaka,24,14,2,0,Germany,Fortuna Düsseldorf
485,Japan,Forward,Takuma Asano,28,36,7,0,Germany,VfL Bochum
486,Japan,Defender,Hiroki Sakai,32,71,1,0,Japan,Urawa Red Diamonds
487,Japan,Forward,Shuto Machino,23,4,3,0,Japan,Shonan Bellmare
488,Japan,Forward,Ayase Ueda,24,10,0,0,Belgium,Cercle Brugge
489,Japan,Defender,Maya Yoshida (captain),34,121,12,0,Germany,Schalke 04
490,Japan,Goalkeeper,Daniel Schmidt,30,11,0,0,Belgium,Sint-Truiden
491,Japan,Midfielder,Yuki Soma,25,7,3,0,Japan,Nagoya Grampus
492,Japan,Forward,Daizen Maeda,25,8,1,0,Scotland,Celtic
493,Japan,Defender,Hiroki Ito,23,5,0,0,Germany,VfB Stuttgart
494,Spain,Goalkeeper,Robert Sánchez,25,1,0,0,England,Brighton & Hove Albion
495,Spain,Defender,César Azpilicueta,33,41,1,0,England,Chelsea
496,Spain,Defender,Eric García,21,18,0,0,Spain,Barcelona
497,Spain,Defender,Pau Torres,25,21,1,0,Spain,Villarreal
498,Spain,Midfielder,Sergio Busquets (captain),34,139,2,0,Spain,Barcelona
499,Spain,Midfielder,Marcos Llorente,27,17,0,0,Spain,Atlético Madrid
500,Spain,Forward,Álvaro Morata,30,57,27,0,Spain,Atlético Madrid
501,Spain,Midfielder,Koke,30,67,0,0,Spain,Atlético Madrid
502,Spain,Midfielder,Gavi,18,12,1,0,Spain,Barcelona
503,Spain,Forward,Marco Asensio,26,29,1,0,Spain,Real Madrid
504,Spain,Forward,Ferran Torres,22,30,13,0,Spain,Barcelona
505,Spain,Forward,Nico Williams,20,2,0,0,Spain,Athletic Bilbao
506,Spain,Goalkeeper,David Raya,27,1,0,0,England,Brentford
507,Spain,Defender,José Gayà,27,18,3,0,Spain,Valencia
508,Spain,Defender,Hugo Guillamón,22,3,1,0,Spain,Valencia
509,Spain,Midfielder,Rodri,26,34,1,0,England,Manchester City
510,Spain,Forward,Yeremy Pino,20,6,1,0,Spain,Villarreal
511,Spain,Defender,Jordi Alba,33,86,9,0,Spain,Barcelona
512,Spain,Midfielder,Carlos Soler,25,11,3,0,France,Paris Saint-Germain
513,Spain,Defender,Dani Carvajal,30,30,0,0,Spain,Real Madrid
514,Spain,Forward,Dani Olmo,24,24,4,0,Germany,RB Leipzig
515,Spain,Forward,Pablo Sarabia,30,24,9,0,France,Paris Saint-Germain
516,Spain,Goalkeeper,Unai Simón,25,27,0,0,Spain,Athletic Bilbao
517,Spain,Defender,Aymeric Laporte,28,15,1,0,England,Manchester City
518,Spain,Forward,Ansu Fati,20,4,1,0,Spain,Barcelona
519,Spain,Midfielder,Pedri,19,14,0,0,Spain,Barcelona
520,Belgium,Goalkeeper,Thibaut Courtois,30,96,0,0,Spain,Real Madrid
521,Belgium,Defender,Toby Alderweireld,33,123,5,0,Belgium,Antwerp
522,Belgium,Defender,Arthur Theate,22,3,0,0,France,Rennes
523,Belgium,Defender,Wout Faes,24,1,0,0,England,Leicester City
524,Belgium,Defender,Jan Vertonghen,35,141,9,2,Belgium,Anderlecht
525,Belgium,Midfielder,Axel Witsel,33,126,12,0,Spain,Atlético Madrid
526,Belgium,Midfielder,Kevin De Bruyne,31,93,25,2,England,Manchester City
527,Belgium,Midfielder,Youri Tielemans,25,54,5,0,England,Leicester City
528,Belgium,Forward,Romelu Lukaku,29,102,68,5,Italy,Internazionale
529,Belgium,Forward,Eden Hazard (captain),31,122,33,3,Spain,Real Madrid
530,Belgium,Forward,Yannick Carrasco,29,59,8,0,Spain,Atlético Madrid
531,Belgium,Goalkeeper,Simon Mignolet,34,35,0,0,Belgium,Club Brugge
532,Belgium,Goalkeeper,Koen Casteels,30,4,0,0,Germany,VfL Wolfsburg
533,Belgium,Forward,Dries Mertens,35,106,21,2,Turkey,Galatasaray
534,Belgium,Midfielder,Thomas Meunier,31,58,8,1,Germany,Borussia Dortmund
535,Belgium,Midfielder,Thorgan Hazard,29,45,9,0,Germany,Borussia Dortmund
536,Belgium,Forward,Leandro Trossard,27,21,5,0,England,Brighton & Hove Albion
537,Belgium,Midfielder,Amadou Onana,21,2,0,0,England,Everton
538,Belgium,Defender,Leander Dendoncker,27,29,1,0,England,Aston Villa
539,Belgium,Midfielder,Hans Vanaken,30,22,5,0,Belgium,Club Brugge
540,Belgium,Midfielder,Timothy Castagne,26,25,2,0,England,Leicester City
541,Belgium,Forward,Charles De Ketelaere,21,10,1,0,Italy,Milan
542,Belgium,Forward,Michy Batshuayi,29,47,26,1,Turkey,Fenerbahçe
543,Belgium,Forward,Loïs Openda,22,4,1,0,France,Lens
544,Belgium,Forward,Jérémy Doku,20,10,2,0,France,Rennes
545,Belgium,Defender,Zeno Debast,19,2,0,0,Belgium,Anderlecht
546,Canada,Goalkeeper,Dayne St. Clair,25,2,0,0,United States,Minnesota United FC
547,Canada,Defender,Alistair Johnston,24,29,1,0,Canada,CF Montréal
548,Canada,Defender,Sam Adekugbe,27,33,1,0,Turkey,Hatayspor
549,Canada,Defender,Kamal Miller,25,28,0,0,Canada,CF Montréal
550,Canada,Defender,Steven Vitória,35,34,3,0,Portugal,Chaves
551,Canada,Midfielder,Samuel Piette,28,65,0,0,Canada,CF Montréal
552,Canada,Midfielder,Stephen Eustáquio,25,26,3,0,Portugal,Porto
553,Canada,Midfielder,Liam Fraser,24,15,0,0,Belgium,Deinze
554,Canada,Forward,Lucas Cavallini,29,33,17,0,Canada,Vancouver Whitecaps FC
555,Canada,Midfielder,Junior Hoilett,32,49,14,0,England,Reading
556,Canada,Forward,Tajon Buchanan,23,25,4,0,Belgium,Club Brugge
557,Canada,Forward,Iké Ugbo,24,8,0,0,France,Troyes
558,Canada,Midfielder,Atiba Hutchinson (captain),39,97,9,0,Turkey,Be?ikta?
559,Canada,Midfielder,Mark-Anthony Kaye,27,37,2,0,Canada,Toronto FC
560,Canada,Midfielder,Ismaël Koné,20,5,1,0,Canada,CF Montréal
561,Canada,Goalkeeper,James Pantemis,25,0,0,0,Canada,CF Montréal
562,Canada,Forward,Cyle Larin,27,54,25,0,Belgium,Club Brugge
563,Canada,Goalkeeper,Milan Borjan,35,67,0,0,Serbia,Red Star Belgrade
564,Canada,Forward,Alphonso Davies,22,34,12,0,Germany,Bayern Munich
565,Canada,Forward,Jonathan David,22,34,22,0,France,Lille
566,Canada,Midfielder,Jonathan Osorio,30,56,7,0,Canada,Toronto FC
567,Canada,Defender,Richie Laryea,27,33,1,0,Canada,Toronto FC
568,Canada,Midfielder,Liam Millar,23,16,0,0,Switzerland,Basel
569,Canada,Midfielder,David Wotherspoon,32,10,1,0,Scotland,St Johnstone
570,Canada,Defender,Derek Cornelius,24,14,0,0,Greece,Panetolikos
571,Canada,Defender,Joel Waterman,26,1,0,0,Canada,CF Montréal
572,Croatia,Goalkeeper,Dominik Livakovi?,27,34,0,0,Croatia,Dinamo Zagreb
573,Croatia,Defender,Josip Staniši?,22,7,0,0,Germany,Bayern Munich
574,Croatia,Defender,Borna Bariši?,30,28,1,0,Scotland,Rangers
575,Croatia,Forward,Ivan Periši?,33,116,32,5,England,Tottenham Hotspur
576,Croatia,Defender,Martin Erli?,24,4,0,0,Italy,Sassuolo
577,Croatia,Defender,Dejan Lovren,33,72,5,0,Russia,Zenit Saint Petersburg
578,Croatia,Midfielder,Lovro Majer,24,11,3,0,France,Rennes
579,Croatia,Midfielder,Mateo Kova?i?,28,84,3,0,England,Chelsea
580,Croatia,Forward,Andrej Kramari?,31,74,20,1,Germany,1899 Hoffenheim
581,Croatia,Midfielder,Luka Modri? (captain),37,155,23,2,Spain,Real Madrid
582,Croatia,Midfielder,Marcelo Brozovi?,30,77,7,0,Italy,Internazionale
583,Croatia,Goalkeeper,Ivo Grbi?,26,2,0,0,Spain,Atlético Madrid
584,Croatia,Midfielder,Nikola Vlaši?,25,42,7,0,Italy,Torino
585,Croatia,Forward,Marko Livaja,29,14,3,0,Croatia,Hajduk Split
586,Croatia,Midfielder,Mario Pašali?,27,43,7,0,Italy,Atalanta
587,Croatia,Forward,Bruno Petkovi?,28,23,6,0,Croatia,Dinamo Zagreb
588,Croatia,Forward,Ante Budimir,31,15,1,0,Spain,Osasuna
589,Croatia,Forward,Mislav Orši?,29,21,1,0,Croatia,Dinamo Zagreb
590,Croatia,Defender,Borna Sosa,24,8,1,0,Germany,VfB Stuttgart
591,Croatia,Defender,Joško Gvardiol,20,12,1,0,Germany,RB Leipzig
592,Croatia,Defender,Domagoj Vida,33,100,4,1,Greece,AEK Athens
593,Croatia,Defender,Josip Juranovi?,27,21,0,0,Scotland,Celtic
594,Croatia,Goalkeeper,Ivica Ivuši?,27,5,0,0,Croatia,Osijek
595,Croatia,Defender,Josip Šutalo,22,3,0,0,Croatia,Dinamo Zagreb
596,Croatia,Midfielder,Luka Su?i?,20,4,0,0,Austria,Red Bull Salzburg
597,Croatia,Midfielder,Kristijan Jaki?,25,4,0,0,Germany,Eintracht Frankfurt
598,Morocco,Goalkeeper,Yassine Bounou,31,45,0,0,Spain,Sevilla
599,Morocco,Defender,Achraf Hakimi,24,53,8,0,France,Paris Saint-Germain
600,Morocco,Defender,Noussair Mazraoui,25,14,2,0,Germany,Bayern Munich
601,Morocco,Midfielder,Sofyan Amrabat,26,38,0,0,Italy,Fiorentina
602,Morocco,Defender,Nayef Aguerd,26,21,1,0,England,West Ham United
603,Morocco,Defender,Romain Saïss (captain),32,65,1,0,Turkey,Be?ikta?
604,Morocco,Midfielder,Hakim Ziyech,29,42,17,0,England,Chelsea
605,Morocco,Midfielder,Azzedine Ounahi,22,9,2,0,France,Angers
606,Morocco,Forward,Abderrazak Hamdallah,31,17,6,0,Saudi Arabia,Al-Ittihad
607,Morocco,Midfielder,Amine Harit,25,16,0,0,France,Marseille
608,Morocco,Forward,Abdelhamid Sabiri,25,2,1,0,Italy,Sampdoria
609,Morocco,Goalkeeper,Munir Mohamedi,33,43,0,0,Saudi Arabia,Al-Wehda
610,Morocco,Midfielder,Ilias Chair,25,10,1,0,England,Queens Park Rangers
611,Morocco,Midfielder,Zakaria Aboukhlal,22,12,2,0,France,Toulouse
612,Morocco,Midfielder,Selim Amallah,26,23,4,0,Belgium,Standard Liège
613,Morocco,Forward,Abde Ezzalzouli,20,2,0,0,Spain,Osasuna
614,Morocco,Midfielder,Sofiane Boufal,29,31,5,0,France,Angers
615,Morocco,Defender,Jawad El Yamiq,30,11,2,0,Spain,Valladolid
616,Morocco,Forward,Youssef En-Nesyri,25,49,14,1,Spain,Sevilla
617,Morocco,Defender,Achraf Dari,23,4,0,0,France,Brest
618,Morocco,Forward,Walid Cheddira,24,2,0,0,Italy,Bari
619,Morocco,Goalkeeper,Ahmed Reda Tagnaouti,26,3,0,0,Morocco,Wydad AC
620,Morocco,Midfielder,Bilal El Khannous,18,0,0,0,Belgium,Genk
621,Morocco,Defender,Badr Benoun,29,3,0,0,Qatar,Qatar SC
622,Morocco,Defender,Yahia Attiyat Allah,27,1,0,0,Morocco,Wydad AC
623,Morocco,Midfielder,Yahya Jabrane,31,4,0,0,Morocco,Wydad AC
624,Brazil,Goalkeeper,Alisson,30,57,0,0,England,Liverpool
625,Brazil,Defender,Danilo,31,46,1,0,Italy,Juventus
626,Brazil,Defender,Thiago Silva (captain),38,109,7,2,England,Chelsea
627,Brazil,Defender,Marquinhos,28,71,5,0,France,Paris Saint-Germain
628,Brazil,Midfielder,Casemiro,30,65,5,0,England,Manchester United
629,Brazil,Defender,Alex Sandro,31,37,2,0,Italy,Juventus
630,Brazil,Midfielder,Lucas Paquetá,25,35,7,0,England,West Ham United
631,Brazil,Midfielder,Fred,29,28,0,2,England,Manchester United
632,Brazil,Forward,Richarlison,25,38,17,0,England,Tottenham Hotspur
633,Brazil,Forward,Neymar,30,121,75,6,France,Paris Saint-Germain
634,Brazil,Forward,Raphinha,25,11,5,0,Spain,Barcelona
635,Brazil,Goalkeeper,Weverton,34,8,0,0,Brazil,Palmeiras
636,Brazil,Defender,Dani Alves,39,124,8,0,Mexico,UNAM
637,Brazil,Defender,Éder Militão,24,23,1,0,Spain,Real Madrid
638,Brazil,Midfielder,Fabinho,29,28,0,0,England,Liverpool
639,Brazil,Defender,Alex Telles,29,8,0,0,Spain,Sevilla
640,Brazil,Midfielder,Bruno Guimarães,25,8,1,0,England,Newcastle United
641,Brazil,Forward,Gabriel Jesus,25,56,19,0,England,Arsenal
642,Brazil,Forward,Antony,22,11,2,0,England,Manchester United
643,Brazil,Forward,Vinícius Júnior,22,16,1,0,Spain,Real Madrid
644,Brazil,Forward,Rodrygo,21,5,1,0,Spain,Real Madrid
645,Brazil,Midfielder,Éverton Ribeiro,33,21,3,0,Brazil,Flamengo
646,Brazil,Goalkeeper,Ederson,29,18,0,0,England,Manchester City
647,Brazil,Defender,Bremer,25,1,0,0,Italy,Juventus
648,Brazil,Forward,Pedro,25,2,1,0,Brazil,Flamengo
649,Brazil,Forward,Gabriel Martinelli,21,3,0,0,England,Arsenal
650,Cameroon,Goalkeeper,Simon Ngapandouetnbu,19,0,0,0,France,Marseille
651,Cameroon,Defender,Jerome Ngom Mbekeli,24,0,0,0,Cameroon,Colombe Sportive
652,Cameroon,Defender,Nicolas Nkoulou,32,76,2,0,Greece,Aris
653,Cameroon,Defender,Christopher Wooh,21,1,0,0,France,Rennes
654,Cameroon,Midfielder,Gaël Ondoua,27,3,0,0,Germany,Hannover 96
655,Cameroon,Forward,Moumi Ngamaleu,28,41,4,0,Russia,Dynamo Moscow
656,Cameroon,Midfielder,Georges-Kévin Nkoudou,27,1,0,0,Turkey,Be?ikta?
657,Cameroon,Midfielder,André-Frank Zambo Anguissa,27,42,5,0,Italy,Napoli
658,Cameroon,Forward,Jean-Pierre Nsame,29,3,0,0,Switzerland,Young Boys
659,Cameroon,Forward,Vincent Aboubakar (captain),30,88,33,0,Saudi Arabia,Al-Nassr
660,Cameroon,Forward,Christian Bassogog,27,42,7,0,China,Shanghai Shenhua
661,Cameroon,Forward,Karl Toko Ekambi,30,50,12,0,France,Lyon
662,Cameroon,Forward,Eric Maxim Choupo-Moting,33,68,18,0,Germany,Bayern Munich
663,Cameroon,Midfielder,Samuel Gouet,24,21,0,0,Belgium,Mechelen
664,Cameroon,Midfielder,Pierre Kunde,27,30,1,0,Greece,Olympiacos
665,Cameroon,Goalkeeper,Devis Epassy,29,5,0,0,Saudi Arabia,Abha
666,Cameroon,Defender,Olivier Mbaizo,25,11,0,0,United States,Philadelphia Union
667,Cameroon,Midfielder,Martin Hongla,24,17,0,0,Italy,Hellas Verona
668,Cameroon,Defender,Collins Fai,30,50,0,0,Saudi Arabia,Al-Tai
669,Cameroon,Forward,Bryan Mbeumo,23,1,0,0,England,Brentford
670,Cameroon,Defender,Jean-Charles Castelletto,27,12,0,0,France,Nantes
671,Cameroon,Midfielder,Olivier Ntcham,26,2,0,0,Wales,Swansea City
672,Cameroon,Goalkeeper,André Onana,26,31,0,0,Italy,Internazionale
673,Cameroon,Defender,Enzo Ebosse,23,1,0,0,Italy,Udinese
674,Cameroon,Defender,Nouhou Tolo,25,16,0,0,United States,Seattle Sounders FC
675,Cameroon,Midfielder,Souaibou Marou,21,0,0,0,Cameroon,Coton Sport
676,Serbia,Goalkeeper,Marko Dmitrovi?,30,19,0,0,Spain,Sevilla
677,Serbia,Defender,Strahinja Pavlovi?,21,21,1,0,Austria,Red Bull Salzburg
678,Serbia,Defender,Strahinja Erakovi?,21,1,0,0,Serbia,Red Star Belgrade
679,Serbia,Defender,Nikola Milenkovi?,25,37,3,0,Italy,Fiorentina
680,Serbia,Defender,Miloš Veljkovi?,27,21,0,0,Germany,Werder Bremen
681,Serbia,Midfielder,Nemanja Maksimovi?,27,39,0,0,Spain,Getafe
682,Serbia,Forward,Nemanja Radonji?,26,36,5,0,Italy,Torino
683,Serbia,Midfielder,Nemanja Gudelj,31,48,1,0,Spain,Sevilla
684,Serbia,Forward,Aleksandar Mitrovi?,28,76,50,1,England,Fulham
